,sentence_id,grela_source,grela_id,author,title,not_before,not_after,lagt_tlg_epithet,lagt_genre,lagt_provenience,noscemus_place,noscemus_genre,noscemus_discipline,title_short,emlap_noscemus_id,place_publication,place_geonames,author_viaf,title_viaf,date_random,token_count,text
537,lagt_tlg0284.tlg042_157,lagt,lagt_tlg0284.tlg042,Aelius Aristides,Περὶ ὁμονοίας ταῖς πόλεσιν,117.0,187.0,['Rhetorici'],[],pagan,,,,,,,,,,160.0,7387,"τὸ γὰρ τοῖς ὅπλοις κρατεῖν τῶν ἐχθρῶν ἥκιστα εὐκαταφρονήτους, οἶμαι, ποιεῖ, τοῦτο δὲ οὐ μικρὰ μερὶς εἰς τὸ τὴν αὑτῶν ἀσφαλῶς οἰκεῖν. E"
538,lagt_tlg0545.tlg001_3738,lagt,lagt_tlg0545.tlg001,Aelian,Περὶ ζῴων ἰδιότητος,175.0,235.0,['Sophistae'],[],pagan,,,,,,,,,,229.0,118861,οὕτω τὸ ψεῦδος ἐκείνοις ἔχθιστόν ἐστι.
539,lagt_tlg1252.tlg002_74,lagt,lagt_tlg1252.tlg002,Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi,138.0,161.0,[],[],pagan,,,,,,,,,,145.0,2782,"κάλλιστον μὲν τῶν ἀγαθῶν ἔσται μέτρον εἶναι αὐτὸν ἑαυτῷ, τῶν δὲ κακῶν ἔχθιστον ἀπάντων."
540,lagt_tlg0545.tlg004_158,lagt,lagt_tlg0545.tlg004,Aelian,Ἀποσπασμάτια,200.0,238.0,['Sophistae'],[],pagan,,,,,,,,,,217.0,15150,"ὦ Ξενοφάνεις καί Διαγόραι καί Ἵππωνες καί Ἐπίκουροι, καί πᾶς ὁ λοιπός κατάλογος τῶν κακοδαιμόνων τε καί θεοῖς ἐχθρῶν,"
541,lagt_tlg0284.tlg046_2170,lagt,lagt_tlg0284.tlg046,Aelius Aristides,Πρὸς Πλάτωνα ὑπὲρ τῶν τεττάρων,117.0,187.0,['Rhetorici'],[],pagan,,,,,,,,,,167.0,59760,"εἰ δέ τις ἀντειπεῖν ἔχει τούτοις, φυλάττων ἐμοὶ τὴν ἴσην εὐφημίαν ὅσηνπερ ἐγὼ Πλάτωνι, τοῦτον ἐγὼ καὶ νῦν καὶ ὕστερον φίλον, οὐκ ἐχθρὸν κρίνω. E"
542,lagt_tlg0007.tlg022_195,lagt,lagt_tlg0007.tlg022,Plutarch,Μάρκελλος,96.0,120.0,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,102.0,9550,"ὁ δὲ Ἀννίβας ὡς ἀπέρρηξεν ἑαυτὸν τοῦ Μαρκέλλου, χρώμενος ὥσπερ λελυμένῳ τῷ στρατεύματι, πᾶσαν ἀδεῶς ἐν κύκλῳ περιϊὼν ἔφλεγε τὴν Ἰταλίαν καὶ κακῶς ἤκουσεν ἐν Ῥώμῃ Μάρκελλος, οἱ δὲ ἐχθροὶ Πουβλίκιον Βίβλον, ἕνα τῶν δημάρχων, ἀνέστησαν ἐπὶ τὴν κατηγορίαν αὐτοῦ, δεινὸν εἰπεῖν ἄνδρα καὶ βίαιον· E"
543,lagt_tlg0087.tlg011_117,lagt,lagt_tlg0087.tlg011,Herodianus,Περὶ ὀρθογραφίας,101.0,200.0,['Grammatici' 'Rhetorici'],[],pagan,,,,,,,,,,114.0,74352,ἐχθρός:
544,lagt_tlg4020.tlg002_221,lagt,lagt_tlg4020.tlg002,Elias Neoplatonicus,Eliae (olim Davidis) in Aristotelis categorias commentarium,541.0,541.0,['Philosophici/-ae'],[],pagan,,,,,,,,,,541.0,75597,ἐχθρόν
545,lagt_tlg0007.tlg052_73,lagt,lagt_tlg0007.tlg052,Plutarch,Tiberius and Caius Gracchus,96.0,116.0,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,115.0,10354,"τοῦτο μάλιστα κατέλυε τὸν Γάϊον ἀπολαύοντα τοῦ μίσους, καὶ ὅτε Σκηπίων ὁ Ἀφρικανὸς ἐξ οὐδενὸς αἰτίου προφανοῦς ἐτελεύτησε καὶ σημεῖά τινα τῷ νεκρῷ πληγῶν καὶ βίας ἐπιδραμεῖν ἔδοξεν, ὡς ἐν τοῖς περὶ ἐκείνου γέγραπται, τὸ μὲν πλεῖστον ἐπὶ τὸν Φούλβιον ἦλθε τῆς διαβολῆς, ἐχθρὸν ὄντα καὶ τὴν ἡμέραν ἐκείνην ἐπὶ τοῦ βήματος τῷ Σκηπίωνι λελοιδορημένον, ἥψατο δὲ καὶ τοῦ Γαΐου ὑπόνοια, καὶ δεινὸν οὕτως ἔργον ἐπ’ ἀνδρὶ τῷ πρώτῳ καὶ μεγίστῳ Ῥωμαίων τολμηθὲν οὐκ ἔτυχε δίκης οὐ -δὲ εἰς ἔλεγχον προῆλθεν·"
546,lagt_tlg0023.tlg001_1449,lagt,lagt_tlg0023.tlg001,Oppian,Ἁλιευτικά,177.0,180.0,['Epici/-ae'],[],pagan,,,,,,,,,,179.0,26738,"πολλάκι δ’ ἐχθίστης τε τυχὼν καὶ ἀπηνέος ἄγρης ἅλμενος ἐς πόντοιο βαθὺν πόρον οὐκέτ’ ἀνέσχε, δύσμορος, ἀντιάσας δυσδερκέϊ θηρὶ πελώρῳ·"
547,lagt_tlg2200.tlg00446_45,lagt,lagt_tlg2200.tlg00446,Libanius,Oratio 46,393.0,393.0,['Rhetorici' 'Sophistae'],[],pagan,,,,,,,,,,393.0,5311,"ἄνδρα τοίνυν δεξιόν ἐπί πλεῖστον ἥκοντα νοῦ καί βιβλίων [τε] γέμοντα καί πλεῖστα διῳκηκότα καί ὡς οὐκ ἄν ἕτερος καί τήν ἀγοράν διά πάντων ἀμείνω πεποιηκότα ἐμπειρίᾳ τε τῇ περί ταῦτα καί δικαιοσύνῃ, τόν δή τοιοῦτον ὑβριζόμενον ἐν τῷ θεάτρῳ παρά τῶν αὑτούς πεπρα- κότων τοῖς ἐχθροῖς τοῖς ἐκείνου προὔδωκεν ἀσελγέσι καί τρόποις καί ῥήμασι καί νόμοις ἐναντίοις."
548,lagt_tlg4016.tlg005_326,lagt,lagt_tlg4016.tlg005,Ammonius,Εἰς τοὺς ἀναγκαίους συλλογισμούς,500.0,525.0,['Philosophici/-ae'],[],pagan,,,,,,,,,,505.0,22503,"ὁ δίκαιοςφίλους εὖ ποιεῖ καί ἐχθρούς κακῶς κακούς εὖ ποιεῖ εἰ τύχοιεν φίλοι ὄντες,"
549,lagt_tlg0553.tlg001_3862,lagt,lagt_tlg0553.tlg001,Artemidorus,Onirocriticon,101.0,200.0,['Onirocritici'],[],pagan,,,,,,,,,,148.0,73778,καὶ δικαζόμενός τις ἐπὶ τούτωι τῶι ὀνείρωι ὑπέρτερος ἂν γένοιτο τῶν ἐχθρῶν καὶ αὐτοῦ τοῦ δικαστοῦ·
550,lagt_tlg0007.tlg052_97,lagt,lagt_tlg0007.tlg052,Plutarch,Tiberius and Caius Gracchus,96.0,116.0,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,115.0,10354,τί δὲ οὕτως ἅγιον ἐν Ῥώμῃ καὶ σεμνόν ὡς αἱ περιέπουσαι παρθένοι καὶ φυλάττουσαι τὸ ἄφθιτον πῦρ; E
551,lagt_tlg0612.tlg001_6915,lagt,lagt_tlg0612.tlg001,Dio Chrysostom,Orationes,40.0,115.0,['Sophistae'],[],pagan,,,,,,,,,,89.0,209358,"τὴν μὲν γὰρ φυγὴν ὅπως διήνεγκα, μὴ φίλων ἐρημίας ἡττηθείς, μὴ χρημάτων ἀπορίας, μὴ σώματος ἀσθενείας, πρὸς δὲ τούτοις ἅπασιν ἐχθρὸν ἀνεχόμενος οὐ τὸν δεῖνα οὐ -δὲ τὸν δεῖνα τῶν ἴσων τινὰ καὶ τῶν ὁμοίων ἐνίοτε φθεγγομένων, ἀλλὰ τὸν ἰσχυρότατον καὶ βαρύτατον καὶ δεσπότην ὀνομαζόμενον καὶ θεὸν παρὰ πᾶσιν Ἕλλησι καὶ βαρβάροις, τὸ δὲ ἀληθὲς ὄντα δαίμονα πονηρόν, καὶ ταῦτα οὐ θωπεύων αὐτὸν οὐ -δὲ τὴν ἔχθραν παραιτούμενος, ἀλλὰ ἐρεθίζων ἄντικρυς καὶ τὰ προσόντα κακά, μὰ Δί’, οὐ μέλλων νῦν ἐρεῖν ἢ γράψειν, ἀλλὰ εἰρηκὼς ἤδη καὶ γεγραφώς, καὶ τούτων πανταχῇ τῶν λόγων καὶ τῶν γραμμάτων ὄντων, οὐχ ὑπὸ μανίας καὶ ἀπονοίας ταῦτα πράττειν ἐπαιρόμενος, ἀλλὰ κρείττονι πεποιθὼς δυνάμει καὶ βοηθείᾳ τῇ παρὰ τῶν θεῶν, ἧς καταφρονοῦσιν οἱ πολλοὶ καὶ ἀνωφελῆ νομίζουσιν —. E E"
552,lagt_tlg0007.tlg025_93,lagt,lagt_tlg0007.tlg025,Plutarch,Μάρκος Κάτων,96.0,120.0,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,120.0,9163,"ἔτι δ’ αὐτοῦ διατρίβοντος ἐν Ἰβηρίᾳ Σκηπίων ὁ μέγας, ἐχθρὸς ὢν καὶ βουλόμενος ἐνστῆναι κατορθοῦντι καὶ τὰς Ἰβηρικὰς πράξεις ὑπολαβεῖν, διεπράξατο τῆς ἐπαρχίας ἐκείνης ἀποδειχθῆναι διάδοχος."
553,lagt_tlg0284.tlg005_11,lagt,lagt_tlg0284.tlg005,Aelius Aristides,Ἡρακλῆς,117.0,187.0,['Rhetorici'],[],pagan,,,,,,,,,,180.0,1681,"πάντα γὰρ τὰ τῇ φύσει πολέμια ἐχθρὰ ἡγήσατο ἑαυτοῦ, καὶ μόνος τῶν εἰς γῆν ἐλθόντων εἰς κοινὸν ἅπασιν ἐνομοθέτησεν, οὐ μόνον ἀνθρώποις, ἀλλὰ καὶ θηρίοις ὡς εἰπεῖν, ὅς γε καὶ τὰς ὄρνις τὰς περὶ Στύμφηλον διαφθειρούσας τὰ πολλὰ τῆς Ἀρκαδίας εὗρεν ὅπως ἐκβάλῃ, ὥσπερ οὐ μόνον γῆν καὶ θάλατταν, ἀλλὰ καὶ τὸν ἀέρα αὐτῷ προσῆκον ἐλευθεροῦν. E"
554,lagt_tlg2200.tlg00505_882,lagt,lagt_tlg2200.tlg00505,Libanius,Declamatio 5,350.0,393.0,['Rhetorici' 'Sophistae'],[],pagan,,,,,,,,,,360.0,14678,ἔστων ἀντί τοῦ ἔστωσαν ἔστων ’ν ἔστωσαν ἔστω καλαί πολλαί γρ καί ἐχθροῦ δέ γε γρ ἐχθρά γε γ’ μάλιστα τοῦτο τοῦ τοῦ εἰς ἔστι ἔστω τῆς ἀφαιρέσεως ἀλγήσει μᾶλλον ἤ τῆς ἀποδόσεως εἴσεται χάριν
555,lagt_tlg1482.tlg001_2611,lagt,lagt_tlg1482.tlg001,Cyranides,Cyranides,1.0,200.0,[],[],pagan,,,,,,,,,,85.0,29657,Οἱ δέ ὄνυχες αὐτοῦ καέντες καί λειωθέντες σύν οἴνῳ παλαιῷ καί συγχριόμενοι τό σῶμα ὅλον καί πινόμενοι πρός νίκην ἐχθρῶν ποιοῦσι.
556,lagt_tlg1386.tlg001_2328,lagt,lagt_tlg1386.tlg001,Pseudo-Callisthenes,HISTORIA ALEXANDRI MAGNI Recensio α sive Recensio vetusta,201.0,400.0,,['Narr. Fict.'],pagan,,,,,,,,,,264.0,39106,"εἰ δὲ βούλεσθε παρ’ ἐμοῦ τὸν ἐχθρὸν εὐάλωτον λαβεῖν Ἀλέξανδρον, ὑπόσχεσθέ μοι δωρεῶν τι μέρος δοῦναι ἐνταῦθα, ἵνα πρὸς ὑμᾶς καταμείνω καὶ ποιήσω ὧδε τὸν Ἀλέξανδρον παραγενέσθαι, ὡς ὑμῶν βουλομένων ἃς ἡτοιμάσατε αὐτῷ δωρεὰς κατ’ ὄψιν ἀποδοῦναι, καὶ τότε τὸν ἐχθρὸν ὑποχείριον λαβόντες ἑαυτοὺς ἐκδικήσαντες ἀναπαῆτε ""."
557,lagt_tlg0658.tlg001_406,lagt,lagt_tlg0658.tlg001,Heliodorus of Emesa,Aethiopica,220.0,230.0,['Scriptores Erotici'],[],pagan,,,,,,,,,,226.0,90138,"εἰδότες οὖν ὡς οὐχ ὑπὲρ γυναικῶν ἐστὶ καὶ παίδων ὁ λόγος, ὃ δὴ πολλοῖς εἰς τὸ παροξῦναι καὶ μόνον πρὸς μάχην ἤρκεσε ( ταυτὶ γὰρ ἡμῖν ἐλάττονος λόγου, καὶ τοσαῦτα ἔχειν ἐξέσται ὅσα καὶ νικᾶν περιγίνεται ), ἀλλ’ ὑπὲρ αὐτοῦ τοῦ εἶναι καὶ ψυχῶν τῶν ἡμετέρων ( οὐ γὰρ ἐπὶ ῥητοῖς ποτὲ λῃστρικὸς ἔληξε πόλεμος, οὐ -δὲ ἔνσπονδον ἔσχε τὴν τελευτήν, ἀλλ’ ἢ περιεῖναι κρατοῦντας ἢ τεθνάναι ἁλόντας ἀναγκαῖον ), οὕτω τοῖς ἐχθίστοις ψυχήν τε ἅμα καὶ σῶμα τεθηγμένοι συμπίπτωμεν. E E"
558,lagt_tlg0007.tlg072_90,lagt,lagt_tlg0007.tlg072,Plutarch,Πῶς ἄν τις ἀπ’ ἐχθρῶν ὠφελοῖτο,96.0,114.0,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,103.0,3492,"τὸν δὲ καὶ πταίσαντι συμπαθήσαντα καὶ δεηθέντι συλλαβόμενον καὶ παισὶν ἐχθροῦ καὶ οἰκείοις πραγμάτων ἐν χρείᾳ γενομένοις σπουδήν τινα καὶ προθυμίαν ἐνδειξάμενον ὅστις οὐκ ἄγαται τῆς εὐμενείας οὐ -δ’ ἐπαινεῖ τὴν χρηστότητα, κεῖνος "" ἐξ ἀδάμαντος ἢ σιδάρου κεχάλκευται μέλαιναν καρδίαν "" τῷ Καίσαρι κελεύσαντι τὰς Πομπηίου τιμὰς ἀνασταθῆναι καταβεβλημένας ὁ Κικέρων "" τοὺς Πομπηίου "" φησὶν "" ἀνδριάντας ἀνέστησας, τοὺς δὲ σοὺς ἔπηξας "" ὅθεν οὐ -δ’ ἐπαίνου φειστέον οὐ -δὲ τιμῆς περὶ ἀνδρὸς ἐχθροῦ δικαίως εὐδοκιμήσαντος."
559,lagt_tlg0592.tlg004_1230,lagt,lagt_tlg0592.tlg004,Hermogenes,Περὶ ἰδεῶν λόγου,161.0,180.0,['Rhetorici'],[],pagan,,,,,,,,,,168.0,47815,"γίνονται δὲ ὡς ἔφην ἐπ’ ἀμφοῖν, καὶ ἐν τοῖς καθ’ ἡμῶν καὶ ἐν τοῖς ὑπὲρ ἡμῶν, καὶ γίνονταί γε διχῶς, καθάπερ καὶ τὴν μείωσιν τῶν κατὰ τοῦ ἐχθροῦ ἐλέγομεν γίνεσθαι διχῶς·"
560,lagt_tlg2046.tlg001_3997,lagt,lagt_tlg2046.tlg001,Quintus Smyrnaeus,Posthomerica,201.0,300.0,,[],pagan,,,,,,,,,,227.0,69488,"ἀλλά μοι ἕως ἔτι κάρτος ἀέξεται, οὔτιν’ ἐάσω ἐχθρὸν ἐμῆς κεφαλῆς, ἀλλ’ Ἄϊδι πάντας ἰάψω, οὕνεκ’ ἄρ’ ἐσθλὸς ἀνὴρ ὃς δήϊον ἄνδρ’ ἀπαμύνει "". E"
561,lagt_tlg0007.tlg067_266,lagt,lagt_tlg0007.tlg067,Plutarch,Περὶ παίδων ἀγωγῆς,96.0,120.0,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,113.0,7257,ἐξ ὧν ἐχθρὸν ἐκτήσατο τὸν Ἀλέξανδρον.
562,lagt_tlg2200.tlg00515_762,lagt,lagt_tlg2200.tlg00515,Libanius,Declamatio 15,350.0,393.0,['Rhetorici' 'Sophistae'],[],pagan,,,,,,,,,,380.0,8267,"ὅπως δέ προσελθών ἀρέσει καί χαριεῖται μέν οἷς βούλε- ται, λυπήσει δέ τούς ἰδίους ἐχθρούς,"
563,lagt_tlg0284.tlg056_253,lagt,lagt_tlg0284.tlg056,Aelius Aristides,Περὶ πολιτικοῦ λόγου,117.0,187.0,['Rhetorici'],[],pagan,,,,,,,,,,158.0,27686,"διὰ τοῦτο ἀξιοπίστως προλαβὼν ὃ εἶπεν ἄν τις ἐκεῖθεν κατὰ βασιλέως, τοῦτ’ αὐτὸς λέγει, "" ἐγὼ νομίζω κοινὸν ἐχθρὸν ἁπάντων τῶν Ἑλλήνων βασιλέα ""."
564,lagt_tlg0551.tlg009_159,lagt,lagt_tlg0551.tlg009,Appian,Λιβυκή,101.0,200.0,['Historici/-ae'],[],pagan,,,,,,,,,,158.0,29126,"ἀπέθανον δὲ Ῥωμαίων μὲν ἀμφὶ τοὺς ἑκατὸν ἄνδρας, τῶν δ’ ἐχθρῶν ὀλίγῳ δέοντες τρισμύριοι·"
565,lagt_tlg0732.tlg006_20575,lagt,lagt_tlg0732.tlg006,Alexander of Aphrodisias,In Aristotelis topicorum libros octo commentaria,175.0,225.0,['Philosophici/-ae'],[],pagan,,,,,,,,,,202.0,286678,"οἷον ἄν τις τόν κλέπτην ἤ σοφιστήν ἤ διάβολον ὁριζόμενος λέγη τόν μέν διάβολον τόν δυνάμενον διαβάλλειν καί ἐχθρούς ποιεῖν τούς φίλους,"
566,lagt_tlg0385.tlg001_1382,lagt,lagt_tlg0385.tlg001,Cassius Dio Cocceianus,Historiae Romanae,165.0,235.0,['Historici/-ae'],[],pagan,,,,,,,,,,231.0,216530,"ὅ τε γὰρ Δομίτιος ἐχθρὸς τῷ Πομπηίῳ διά τε τὸ σπουδαρχῆσαι καὶ διὰ τὸ παρὰ γνώμην αὐτοῦ ἀποδειχθῆναι ὤν, καὶ ὁ Κλαύδιος, καίπερ προσήκων οἱ, ὅμως τοῖς τε πολλοῖς χαρίσασθαί τι ὑπὸ δημαγωγίας ἐθελήσας, καὶ παρὰ τοῦ Γαβινίου δωροδοκήσειν, ἄν γέ τι συνταράξῃ, προσδοκήσας, πάντα ἐπ’ αὐτῷ ἔπραξαν."
567,lagt_tlg0616.tlg002_1115,lagt,lagt_tlg0616.tlg002,Polyaenus,Excerpta Polyaeni,101.0,200.0,['Rhetorici'],[],pagan,,,,,,,,,,153.0,18898,Ὅτι Ἀριστομένης δεδεμένος καί φυλαττόμενος ὑπό τῶν ἐχθρῶν προσκυλισθείς τῇ πυρρᾷ τούτων κοιμωμένων τά δεσμά κατακαύσας ἀπελύθη καί τούτους ἀποκτείνας ἀν- εχώρησεν.
568,lagt_tlg0062.tlg001_12,lagt,lagt_tlg0062.tlg001,Lucian of Samosata,Φάλαρις,140.0,149.0,['Sophistae'],[],pagan,,,,,,,,,,142.0,3339,"εὐθὺς γοῦν τοῖς μὲν ἐχθροῖς ἐσπείσμην καὶ διηλλάγμην, καὶ συμβούλοις καὶ συνεστίοις ἐχρώμην τοῖς πλείστοις αὐτῶν."
569,lagt_tlg0545.tlg002_1453,lagt,lagt_tlg0545.tlg002,Aelian,Ποικίλη ἱστορία,175.0,235.0,['Sophistae'],[],pagan,,,,,,,,,,228.0,44618,""" εἰ γὰρ μὴ "" φησὶν "" ἐκεῖνος τοιαύτην δόξαν ὑπὲρ ἑαυτοῦ ἐς τοὺς Ἕλληνας ἐξήνεγκεν, οὐκ ἂν ἐπυθόμεθα ἡμεῖς οὔ -τε ὅτι Ἐνιποῦς υἱὸς ἦν τῆς δούλης, οὔ -θ’ ὅτι καταλιπὼν Πάρον διὰ πενίαν καὶ ἀπορίαν ἦλθεν ἐς Θάσον, οὔ -θ’ ὅτι ἐλθὼν τοῖς ἐνταῦθα ἐχθρὸς ἐγένετο, οὔ -τε μὴν ὅτι ὁμοίως τοὺς φίλους καὶ τοὺς ἐχθροὺς κακῶς ἔλεγε. E"
570,lagt_tlg1764.tlg001_4880,lagt,lagt_tlg1764.tlg001,Vettius Valens,Anthologiarum libri ix,152.0,162.0,['Astrologici'],[],pagan,,,,,,,,,,158.0,124983,ἐχθρός δέ αὐτός ἑαυτοῦ οὐ γίνεται·
571,lagt_tlg0061.tlg003_347,lagt,lagt_tlg0061.tlg003,Pseudo-Lucian,Δημοσθένους Ἐγκώμιον,201.0,300.0,['Sophistae'],[],pagan,,,,,,,,,,208.0,5963,οὐκ ἐχθρῶν ἡμῖν ἔχθιστος ὁ Δημοσθένης;
572,lagt_tlg0551.tlg008_292,lagt,lagt_tlg0551.tlg008,Appian,Ἀννιβαϊκή,101.0,200.0,['Historici/-ae'],[],pagan,,,,,,,,,,113.0,11162,"ἐπεὶ δὲ ἠγείρετο τὸ Ῥωμαίων καὶ τὰ πολλὰ τῆς ἐσφετερισμένης ἀρχῆς ἀνελάμβανον, ἔπειθεν ὁ Βλάτιος τὸν ἐχθρὸν ὑπὲρ τῆς πατρίδος αὑτῷ συμφρονῆσαι μόνης, μή τι πάθοι, Ῥωμαίων αὐτὴν βίᾳ λαβόντων, ἀνήκεστον."
573,lagt_tlg1764.tlg001_2361,lagt,lagt_tlg1764.tlg001,Vettius Valens,Anthologiarum libri ix,152.0,162.0,['Astrologici'],[],pagan,,,,,,,,,,158.0,124983,ἐχθροί γάρ ἐγένοντο ἐξ ἀρχῆς ἐκ τῆς ἐκτροπῆς·
574,lagt_tlg0004.tlg001_873,lagt,lagt_tlg0004.tlg001,Diogenes Laertius,Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων,222.0,235.0,['Biographi'],[],pagan,,,,,,,,,,226.0,135614,"τοὺς ἐξόχους τῶν πολιτέων ἐξαίρειν, ἤν τέ τις ἐχθρός τοι φαίνηται, ἤν τε μή. E"
575,lagt_tlg1764.tlg001_1932,lagt,lagt_tlg1764.tlg001,Vettius Valens,Anthologiarum libri ix,152.0,162.0,['Astrologici'],[],pagan,,,,,,,,,,158.0,124983,"τολμηροί, πρακτικοί, ὀξύθυμοι, πρός τούς ἐχθρούς φερόμενοι,"
576,lagt_tlg0099.tlg001_7188,lagt,lagt_tlg0099.tlg001,Strabo,Γεωγραφικά,18.0,24.0,['Geographi'],[],pagan,,,,,,,,,,22.0,327139,"φήσας γὰρ ἀπορθήτους αὐτοὺς ἐκ παντὸς τοῦ χρόνου τοτὲ μὲν Αἰολέας φησὶν οἰκῆσαι τοὺς κατέχοντας βαρβάρους ἐκβαλόντας, τοτὲ δ’ Αἰτωλὸν μετὰ τῶν ἐξ Ἤλιδος Ἐπειῶν G? τῶν ἐχθρῶν· E"
577,lagt_tlg2200.tlg001_4863,lagt,lagt_tlg2200.tlg001,Libanius,Epistulae 1-839,350.0,393.0,['Rhetorici' 'Sophistae'],[],pagan,,,,,,,,,,383.0,191273,παρ’ ἡμῖν δέ ὁ νεανίσκος πρόθυμός τε περί τούς φίλους καί χαλεπός ἐχθροῖς.
578,lagt_tlg0385.tlg001_4121,lagt,lagt_tlg0385.tlg001,Cassius Dio Cocceianus,Historiae Romanae,165.0,235.0,['Historici/-ae'],[],pagan,,,,,,,,,,231.0,216530,"ἐμίσουν μὲν γὰρ δεινῶς ἀλλήλους, τῷ δὲ δὴ τάς τε δυνάμεις ἀντιπάλους πως ἔχειν, καὶ τοὺς ἄλλους ἐχθροὺς προτιμωρήσασθαι δι’ ἀλλήλων βούλεσθαι, προσποιητὸν ὁμολογίαν ἐποιήσαντο."
579,lagt_tlg0545.tlg001_3626,lagt,lagt_tlg0545.tlg001,Aelian,Περὶ ζῴων ἰδιότητος,175.0,235.0,['Sophistae'],[],pagan,,,,,,,,,,229.0,118861,"καὶ ἐτεθήπεσάν γε αὐτὸν οἱ πολλοὶ τῶν ἀνδρῶν καὶ ἐφίλουν, ἐχθροὶ δὲ οἱ ἀδελφοὶ μόνοι ἦσαν."
580,lagt_tlg0007.tlg069_44,lagt,lagt_tlg0007.tlg069,Plutarch,Περὶ τοῦ ἀκούειν,96.0,120.0,['Biographi' 'Philosophici/-ae'],[],pagan,,,,,,,,,,104.0,5848,"ὡς γὰρ ὁ Ξενοφῶν φησι τοὺς οἰκονομικοὺς καὶ ἀπὸ τῶν φίλων ὀνίνασθαι καὶ ἀπὸ τῶν ἐχθρῶν, οὕτω τοὺς ἐγρηγορότας καὶ προσέχοντας οὐ μόνον κατορθοῦντες ἀλλὰ καὶ διαμαρτάνοντες ὠφελοῦσιν οἱ λέγοντες·"
581,lagt_tlg2200.tlg00426_136,lagt,lagt_tlg2200.tlg00426,Libanius,Oratio 26,384.0,384.0,['Rhetorici' 'Sophistae'],[],pagan,,,,,,,,,,384.0,3893,"φυλάξηι φυλάξη Ρί ΡαΜο φυλάξῃς φυλάξῃ διατέλους δέξαιτό γρ δέξηται δέξηται μή δ ἀναπετάσεις ἀναπετάσης θύρας ἐχθροί κακόν,"
582,lagt_tlg2583.tlg001_625,lagt,lagt_tlg2583.tlg001,Manetho Astrologus,Apotelesmatica,80.0,80.0,['Astrologici'],[],pagan,,,,,,,,,,80.0,23225,"ὁππότε δ’ ἄν τούτοισι Κρόνου βλαβεραυγέος ἀστὴρ συννεύῃ κατὰ χῶρον ἀνοικείοισι κελεύθοις, παμπαθέας, στομάτεσσιν ὀπυιομένους, γονοπώτας, μήδεα μασθὸν ἔχοντας, ἀναστροφίῃ τ’ ἐφυβρίστους ἐκφαίνει φύσεσθαι, ἑταιροτρόφους τε γόητας, πορνοσύνης ἀκρατοῦς σημάντορας, αἰσχεοκερδεῖς, ἔχθιστον μυσαρὸν μεμαχλευμένον ἦτορ ἔχοντας, παμψέκτους, ἀπόφωλα βίου μυσαρωπὰ γένεθλα."
583,lagt_tlg1416.tlg007_227,lagt,lagt_tlg1416.tlg007,Philo of Byblos,De diversis verborum significationibus (= Περὶ διαφόρους σημασίας κατ’ ἀλφάβητον) (epitome operis Herennii Philonis),117.0,138.0,['Grammatici' 'Historici/-ae'],[],pagan,,,,,,,,,,121.0,2839,"Ἐχθρός μέν γάρ ἐστιν, ὁ πρότερον φίλος·"
584,lagt_tlg2200.tlg00547_286,lagt,lagt_tlg2200.tlg00547,Libanius,Declamatio 47,350.0,393.0,['Rhetorici' 'Sophistae'],[],pagan,,,,,,,,,,358.0,6442,τόν δέ εἰς ἐκείνους ὠμόν κοινόν ἀπάντων ἐχθρόν εἶναι.
585,lagt_tlg0551.tlg017_3974,lagt,lagt_tlg0551.tlg017,Appian,Ἐμφυλίων Πρώτη,101.0,200.0,['Historici/-ae'],[],pagan,,,,,,,,,,105.0,133667,"ἔσται δὲ ταῦτα, ἢν πρῶτον μὲν ἐμβάλλοντες αὐτοῖς μνημονεύωμεν τῶν ἐπειγόντων, εἶτα παραρρήξαντες εὐθὺς ἀποκλείωμεν ἀπὸ τῶν πυλῶν, ἐς δὲ τοὺς κρημνοὺς ἢ τὰ πεδία περιωθῶμεν, ἵνα μὴ ὁ πόλεμος αὖθις ἀναφύοιτο μη -δὲ ἐς τὴν ἀργίαν πάλιν οἱ ἐχθροὶ διαδιδράσκοιεν, οἳ δι’ ἀσθένειαν, μόνοι δὴ πολεμίων, οὐκ ἐν τῷ μάχεσθαι τὰς ἐλπίδας ἔχουσιν, ἀλλ’ ἐν τῷ μὴ μάχεσθαι "". E"
586,lagt_tlg1482.tlg001_1731,lagt,lagt_tlg1482.tlg001,Cyranides,Cyranides,1.0,200.0,[],[],pagan,,,,,,,,,,85.0,29657,καί πάντας ἐχθρούς καί ἐπιβούλους ταπεινοῖ.
